Year,County,Cases,Population,Percent,EP_AGE17,EP_AGE65,EP_CROWD,EP_DISABL,EP_GROUPQ,EP_LIMENG,EP_MINRTY,EP_MOBILE,EP_MUNIT,EP_NOHSDP,EP_NOVEH,EP_PCI,EP_POV,EP_SNGPNT,EP_UNEMP,EP_UNINSUR
2014,HERKIMER,216.0000000000,63384.0000000000,0.0034078001,21.5000000000,17.8000000000,1.5000000000,14.0000000000,2.0000000000,0.7000000000,4.9000000000,10.2000000000,4.0000000000,11.1000000000,10.4000000000,23607.0000000000,15.9000000000,9.3000000000,9.3000000000,9.0000000000
2014,JEFFERSON,212.0000000000,117971.0000000000,0.0017970518,25.3000000000,11.5000000000,2.2000000000,13.3000000000,5.0000000000,0.6000000000,16.5000000000,12.8000000000,6.0000000000,11.2000000000,9.1000000000,23681.0000000000,15.0000000000,10.7000000000,11.3000000000,8.6000000000
2014,KINGS,2898.0000000000,2601513.0000000000,0.0011139671,23.5000000000,11.8000000000,10.6000000000,9.7000000000,1.5000000000,12.8000000000,64.3000000000,0.1000000000,39.4000000000,21.1000000000,56.7000000000,25932.0000000000,23.4000000000,11.4000000000,10.6000000000,13.1000000000
2014,LEWIS,55.0000000000,27089.0000000000,0.0020303444,23.8000000000,15.8000000000,1.5000000000,13.6000000000,1.3000000000,0.4000000000,3.8000000000,11.3000000000,2.1000000000,11.9000000000,7.3000000000,23723.0000000000,13.3000000000,7.6000000000,9.2000000000,10.6000000000
2014,LIVINGSTON,115.0000000000,64585.0000000000,0.0017805992,19.4000000000,14.7000000000,1.5000000000,11.8000000000,9.6000000000,0.5000000000,8.5000000000,10.3000000000,3.2000000000,11.1000000000,6.6000000000,23981.0000000000,14.7000000000,10.1000000000,6.0000000000,6.1000000000
2014,MADISON,218.0000000000,72210.0000000000,0.0030189724,21.0000000000,14.9000000000,1.0000000000,10.9000000000,7.4000000000,0.2000000000,6.3000000000,9.9000000000,3.7000000000,9.6000000000,6.4000000000,25786.0000000000,11.2000000000,8.0000000000,5.3000000000,6.5000000000
2014,MONROE,1812.0000000000,747364.0000000000,0.0024245214,22.0000000000,14.6000000000,1.1000000000,12.2000000000,3.6000000000,2.2000000000,28.0000000000,0.8000000000,9.7000000000,10.1000000000,11.8000000000,29170.0000000000,15.4000000000,10.4000000000,8.1000000000,6.7000000000
2014,MONTGOMERY,76.0000000000,49679.0000000000,0.0015298215,23.0000000000,17.0000000000,2.2000000000,15.4000000000,2.0000000000,2.2000000000,15.9000000000,7.2000000000,3.9000000000,17.1000000000,12.9000000000,23809.0000000000,19.1000000000,11.6000000000,10.4000000000,10.7000000000
2014,NASSAU,2569.0000000000,1354705.0000000000,0.0018963538,22.6000000000,15.8000000000,2.5000000000,8.5000000000,1.6000000000,5.6000000000,36.3000000000,0.2000000000,10.0000000000,9.7000000000,7.9000000000,42949.0000000000,6.3000000000,6.2000000000,7.1000000000,8.4000000000
2014,NEW YORK,2334.0000000000,1630678.0000000000,0.0014313065,14.7000000000,13.9000000000,5.5000000000,9.8000000000,3.7000000000,9.7000000000,52.6000000000,0.0000000000,89.8000000000,13.7000000000,78.3000000000,63610.0000000000,17.7000000000,6.2000000000,8.2000000000,9.8000000000
2014,NIAGARA,66.0000000000,213305.0000000000,0.0003094161,20.9000000000,16.5000000000,1.0000000000,13.2000000000,2.0000000000,0.6000000000,13.2000000000,4.1000000000,6.9000000000,9.7000000000,10.3000000000,26710.0000000000,13.6000000000,9.8000000000,8.1000000000,7.2000000000
2014,ONEIDA,1499.0000000000,232598.0000000000,0.0064445954,21.5000000000,16.8000000000,1.3000000000,15.2000000000,5.8000000000,2.8000000000,16.2000000000,6.3000000000,6.7000000000,12.5000000000,11.9000000000,25633.0000000000,16.5000000000,10.0000000000,8.0000000000,6.9000000000
2014,ONONDAGA,1259.0000000000,467285.0000000000,0.0026942872,22.3000000000,14.6000000000,1.3000000000,11.7000000000,3.9000000000,1.7000000000,21.6000000000,1.0000000000,11.8000000000,9.9000000000,12.8000000000,29156.0000000000,15.2000000000,9.9000000000,7.8000000000,7.7000000000
2014,ONTARIO,214.0000000000,109334.0000000000,0.0019573051,21.6000000000,16.5000000000,1.1000000000,11.8000000000,3.5000000000,1.3000000000,8.9000000000,8.5000000000,5.8000000000,8.5000000000,7.2000000000,30346.0000000000,10.4000000000,9.2000000000,6.6000000000,7.9000000000
2014,ORANGE,817.0000000000,374845.0000000000,0.0021795676,26.5000000000,11.8000000000,3.7000000000,11.6000000000,3.2000000000,4.5000000000,32.9000000000,2.5000000000,8.5000000000,11.9000000000,9.9000000000,30561.0000000000,12.6000000000,8.5000000000,8.0000000000,9.0000000000
2014,ORLEANS,65.0000000000,41861.0000000000,0.0015527579,21.1000000000,15.3000000000,1.9000000000,16.0000000000,7.5000000000,0.6000000000,13.0000000000,9.0000000000,3.2000000000,14.2000000000,7.9000000000,22350.0000000000,15.5000000000,10.5000000000,10.5000000000,9.6000000000
2014,OSWEGO,434.0000000000,120590.0000000000,0.0035989717,22.3000000000,13.4000000000,1.8000000000,13.7000000000,4.1000000000,0.3000000000,5.3000000000,16.0000000000,3.6000000000,13.8000000000,8.1000000000,23472.0000000000,18.5000000000,10.6000000000,10.3000000000,8.5000000000
2014,OTSEGO,72.0000000000,60950.0000000000,0.0011812961,17.5000000000,17.5000000000,2.6000000000,12.5000000000,9.0000000000,0.5000000000,7.9000000000,13.9000000000,2.6000000000,10.6000000000,8.5000000000,24263.0000000000,16.4000000000,7.9000000000,7.7000000000,8.4000000000
2014,PUTNAM,202.0000000000,99438.0000000000,0.0020314166,22.5000000000,13.6000000000,2.0000000000,10.3000000000,2.5000000000,2.6000000000,18.3000000000,0.7000000000,3.6000000000,7.8000000000,5.3000000000,40967.0000000000,5.6000000000,5.9000000000,7.8000000000,8.7000000000
2014,QUEENS,3884.0000000000,2298736.0000000000,0.0016896242,20.5000000000,13.2000000000,9.4000000000,9.5000000000,1.2000000000,15.2000000000,73.5000000000,0.2000000000,33.7000000000,19.6000000000,37.7000000000,26580.0000000000,15.3000000000,8.9000000000,9.5000000000,17.1000000000
2014,RENSSELAER,226.0000000000,159666.0000000000,0.0014154548,20.7000000000,14.3000000000,1.2000000000,12.2000000000,3.7000000000,0.8000000000,15.1000000000,3.2000000000,8.4000000000,9.3000000000,10.1000000000,30285.0000000000,13.0000000000,9.3000000000,8.4000000000,6.4000000000
2014,RICHMOND,659.0000000000,471937.0000000000,0.0013963728,22.7000000000,13.6000000000,3.7000000000,9.7000000000,1.7000000000,4.8000000000,36.8000000000,0.2000000000,11.2000000000,11.8000000000,16.5000000000,32091.0000000000,12.3000000000,8.6000000000,7.6000000000,7.6000000000
2014,ROCKLAND,269.0000000000,321119.0000000000,0.0008376957,27.8000000000,14.2000000000,6.4000000000,8.7000000000,2.3000000000,8.1000000000,35.8000000000,1.3000000000,11.2000000000,12.7000000000,10.6000000000,34833.0000000000,14.1000000000,7.5000000000,8.1000000000,9.5000000000
2014,SARATOGA,652.0000000000,224513.0000000000,0.0029040635,21.8000000000,14.7000000000,0.7000000000,11.0000000000,1.9000000000,0.8000000000,7.9000000000,7.8000000000,7.2000000000,6.2000000000,5.0000000000,35860.0000000000,6.8000000000,7.0000000000,6.3000000000,5.7000000000
2014,SCHENECTADY,288.0000000000,155016.0000000000,0.0018578727,22.4000000000,15.1000000000,1.2000000000,12.8000000000,2.9000000000,1.3000000000,24.1000000000,0.5000000000,9.3000000000,9.7000000000,11.5000000000,28609.0000000000,12.8000000000,8.3000000000,8.4000000000,7.9000000000
2014,SCHOHARIE,32.0000000000,31767.0000000000,0.0010073347,19.3000000000,17.2000000000,1.5000000000,16.1000000000,4.7000000000,0.2000000000,6.3000000000,12.6000000000,2.7000000000,11.9000000000,7.0000000000,26097.0000000000,12.9000000000,6.7000000000,11.6000000000,7.5000000000
2014,SCHUYLER,31.0000000000,18176.0000000000,0.0017055458,20.4000000000,18.0000000000,2.1000000000,13.7000000000,2.5000000000,0.1000000000,4.3000000000,22.6000000000,2.2000000000,11.3000000000,7.8000000000,24529.0000000000,13.4000000000,5.5000000000,6.4000000000,10.8000000000
2014,SENECA,62.0000000000,34879.0000000000,0.0017775739,20.2000000000,16.6000000000,1.0000000000,15.1000000000,8.9000000000,0.5000000000,10.0000000000,14.7000000000,2.2000000000,14.6000000000,7.1000000000,23823.0000000000,13.0000000000,7.8000000000,6.3000000000,11.1000000000
2014,STEUBEN,147.0000000000,98165.0000000000,0.0014974787,22.8000000000,16.6000000000,1.4000000000,15.6000000000,1.8000000000,0.4000000000,5.9000000000,14.3000000000,3.8000000000,11.2000000000,8.9000000000,25696.0000000000,15.9000000000,9.2000000000,8.6000000000,10.8000000000
2014,SUFFOLK,2828.0000000000,1495525.0000000000,0.0018909747,23.0000000000,14.4000000000,2.4000000000,9.1000000000,2.1000000000,4.5000000000,29.7000000000,0.9000000000,5.5000000000,10.2000000000,5.4000000000,37427.0000000000,6.8000000000,7.2000000000,7.1000000000,9.3000000000
2014,SULLIVAN,156.0000000000,75634.0000000000,0.0020625645,22.0000000000,15.7000000000,2.2000000000,15.4000000000,5.6000000000,2.9000000000,26.1000000000,10.3000000000,3.2000000000,15.2000000000,10.9000000000,25336.0000000000,18.0000000000,9.9000000000,12.7000000000,12.8000000000
2014,TIOGA,114.0000000000,49824.0000000000,0.0022880539,22.4000000000,16.8000000000,1.1000000000,13.0000000000,1.0000000000,0.3000000000,4.4000000000,15.1000000000,2.5000000000,9.7000000000,6.9000000000,28803.0000000000,9.5000000000,7.7000000000,7.6000000000,8.2000000000
2014,TOMPKINS,206.0000000000,103391.0000000000,0.0019924365,15.9000000000,11.4000000000,1.4000000000,9.8000000000,13.2000000000,1.1000000000,21.3000000000,9.4000000000,11.7000000000,6.4000000000,14.5000000000,27829.0000000000,20.6000000000,7.1000000000,5.8000000000,5.8000000000
2014,ULSTER,259.0000000000,180400.0000000000,0.0014356984,19.2000000000,16.1000000000,1.5000000000,14.1000000000,6.5000000000,1.3000000000,19.2000000000,6.0000000000,5.0000000000,10.9000000000,8.0000000000,30868.0000000000,12.3000000000,8.1000000000,10.2000000000,10.3000000000
2014,WARREN,57.0000000000,64866.0000000000,0.0008787346,19.6000000000,18.5000000000,1.2000000000,13.4000000000,1.5000000000,0.5000000000,5.3000000000,5.2000000000,4.2000000000,9.3000000000,8.1000000000,30662.0000000000,11.9000000000,8.2000000000,6.8000000000,8.9000000000
2014,WASHINGTON,81.0000000000,62475.0000000000,0.0012965186,20.4000000000,16.2000000000,1.7000000000,14.0000000000,5.4000000000,0.4000000000,7.0000000000,6.4000000000,2.0000000000,12.1000000000,6.4000000000,23877.0000000000,13.0000000000,9.4000000000,9.8000000000,10.5000000000
2014,WAYNE,197.0000000000,91801.0000000000,0.0021459461,22.8000000000,15.4000000000,1.3000000000,13.7000000000,2.1000000000,0.8000000000,9.4000000000,9.2000000000,3.5000000000,10.7000000000,5.9000000000,25643.0000000000,11.9000000000,9.2000000000,7.4000000000,9.0000000000
2014,WESTCHESTER,2738.0000000000,967044.0000000000,0.0028313086,23.4000000000,15.1000000000,4.2000000000,8.9000000000,2.8000000000,6.5000000000,43.9000000000,0.1000000000,27.2000000000,12.4000000000,14.5000000000,48487.0000000000,9.6000000000,8.5000000000,8.1000000000,10.5000000000
2014,WYOMING,14.0000000000,41134.0000000000,0.0003403510,19.7000000000,14.7000000000,0.6000000000,12.3000000000,9.3000000000,0.5000000000,10.0000000000,7.2000000000,2.7000000000,13.2000000000,6.5000000000,23708.0000000000,10.2000000000,9.0000000000,7.4000000000,7.9000000000
2014,YATES,46.0000000000,25149.0000000000,0.0018290986,23.5000000000,17.3000000000,2.1000000000,12.5000000000,5.2000000000,1.2000000000,4.4000000000,11.4000000000,2.0000000000,13.7000000000,12.1000000000,25436.0000000000,15.4000000000,9.2000000000,7.0000000000,19.6000000000
2016,ALBANY,713.0000000000,307597.0000000000,0.0023179680,19.0000000000,15.2000000000,0.9000000000,11.0000000000,5.6000000000,1.7000000000,26.4000000000,1.3000000000,11.7000000000,7.3000000000,12.9000000000,33888.0000000000,12.9000000000,7.2000000000,5.8000000000,5.4000000000
2016,ALLEGANY,87.0000000000,47044.0000000000,0.0018493325,20.5000000000,16.8000000000,2.1000000000,15.5000000000,10.5000000000,0.6000000000,5.4000000000,14.9000000000,2.2000000000,11.0000000000,9.2000000000,21478.0000000000,17.1000000000,8.9000000000,8.1000000000,8.8000000000
2016,BRONX,4982.0000000000,1444417.0000000000,0.0034491425,25.6000000000,11.3000000000,12.2000000000,13.8000000000,2.9000000000,15.9000000000,90.4000000000,0.1000000000,67.6000000000,28.8000000000,58.8000000000,18896.0000000000,30.5000000000,20.0000000000,12.7000000000,12.3000000000
2016,BROOME,653.0000000000,194498.0000000000,0.0033573610,19.7000000000,17.6000000000,1.4000000000,15.1000000000,5.3000000000,1.2000000000,15.5000000000,4.9000000000,8.0000000000,9.8000000000,12.2000000000,25880.0000000000,17.4000000000,9.0000000000,7.4000000000,5.8000000000
2016,CATTARAUGUS,87.0000000000,77658.0000000000,0.0011202967,22.8000000000,17.1000000000,2.3000000000,15.1000000000,3.5000000000,1.0000000000,8.9000000000,12.9000000000,3.1000000000,11.8000000000,10.7000000000,22832.0000000000,17.5000000000,9.5000000000,7.5000000000,9.1000000000
2016,CAYUGA,202.0000000000,77674.0000000000,0.0026006128,20.5000000000,16.9000000000,1.1000000000,13.7000000000,5.2000000000,0.5000000000,9.4000000000,10.0000000000,5.8000000000,12.4000000000,10.0000000000,26596.0000000000,11.4000000000,10.8000000000,6.9000000000,7.3000000000
2016,CHAUTAUQUA,369.0000000000,129206.0000000000,0.0028559045,20.9000000000,18.0000000000,1.5000000000,15.4000000000,4.8000000000,1.3000000000,12.0000000000,6.6000000000,4.5000000000,11.8000000000,10.4000000000,23249.0000000000,19.4000000000,9.7000000000,7.9000000000,7.0000000000
2016,CHEMUNG,193.0000000000,85644.0000000000,0.0022535145,21.9000000000,16.8000000000,1.0000000000,14.0000000000,5.5000000000,0.3000000000,13.4000000000,5.4000000000,5.7000000000,9.8000000000,12.0000000000,26196.0000000000,15.9000000000,10.1000000000,5.6000000000,6.3000000000
2016,CHENANGO,197.0000000000,48315.0000000000,0.0040774087,21.4000000000,18.8000000000,2.2000000000,18.3000000000,1.3000000000,0.5000000000,5.0000000000,21.1000000000,2.3000000000,13.1000000000,7.1000000000,23805.0000000000,15.4000000000,8.6000000000,7.0000000000,6.9000000000
2016,CLINTON,149.0000000000,80500.0000000000,0.0018509317,18.3000000000,15.1000000000,1.5000000000,15.5000000000,9.5000000000,0.7000000000,9.9000000000,14.6000000000,5.3000000000,13.6000000000,8.7000000000,25024.0000000000,16.1000000000,10.7000000000,6.6000000000,5.6000000000
2016,COLUMBIA,129.0000000000,60835.0000000000,0.0021204898,18.6000000000,20.7000000000,1.1000000000,15.9000000000,4.0000000000,1.2000000000,12.7000000000,7.1000000000,3.1000000000,11.1000000000,7.6000000000,33864.0000000000,12.7000000000,9.0000000000,5.5000000000,6.1000000000
2016,CORTLAND,100.0000000000,47915.0000000000,0.0020870291,19.7000000000,15.2000000000,1.1000000000,12.8000000000,7.2000000000,0.5000000000,7.1000000000,7.7000000000,5.6000000000,9.6000000000,9.3000000000,24665.0000000000,13.8000000000,9.4000000000,5.2000000000,5.9000000000
2016,DELAWARE,121.0000000000,45393.0000000000,0.0026656092,18.1000000000,22.0000000000,3.6000000000,16.6000000000,5.2000000000,0.8000000000,7.4000000000,12.5000000000,2.2000000000,12.2000000000,10.0000000000,24753.0000000000,15.9000000000,8.4000000000,8.3000000000,8.0000000000
2016,DUTCHESS,678.0000000000,293029.0000000000,0.0023137642,20.2000000000,15.5000000000,3.6000000000,13.2000000000,6.3000000000,2.0000000000,27.4000000000,3.5000000000,7.7000000000,9.9000000000,8.5000000000,35101.0000000000,9.2000000000,7.4000000000,7.6000000000,6.6000000000
2016,ERIE,2164.0000000000,918678.0000000000,0.0023555587,20.7000000000,16.5000000000,1.1000000000,13.1000000000,3.0000000000,1.6000000000,23.7000000000,1.3000000000,7.9000000000,9.2000000000,13.4000000000,29940.0000000000,14.7000000000,9.6000000000,6.1000000000,4.8000000000
2016,ESSEX,40.0000000000,37671.0000000000,0.0010618247,17.2000000000,21.1000000000,2.2000000000,16.8000000000,7.2000000000,0.6000000000,8.0000000000,6.7000000000,2.9000000000,10.4000000000,8.2000000000,28155.0000000000,10.1000000000,7.4000000000,7.5000000000,6.8000000000
2016,FRANKLIN,108.0000000000,51081.0000000000,0.0021142891,19.8000000000,14.9000000000,1.5000000000,15.0000000000,11.8000000000,0.7000000000,18.0000000000,12.2000000000,3.3000000000,14.6000000000,10.2000000000,23660.0000000000,19.2000000000,11.1000000000,8.5000000000,8.7000000000
2016,FULTON,113.0000000000,53610.0000000000,0.0021078157,20.7000000000,17.9000000000,1.0000000000,16.8000000000,2.2000000000,0.4000000000,6.7000000000,9.9000000000,2.9000000000,13.3000000000,10.1000000000,25092.0000000000,16.7000000000,10.4000000000,8.0000000000,8.6000000000
2016,GENESEE,273.0000000000,58013.0000000000,0.0047058418,20.9000000000,17.4000000000,0.8000000000,13.6000000000,1.4000000000,0.5000000000,9.1000000000,6.5000000000,4.3000000000,9.1000000000,7.1000000000,26381.0000000000,12.5000000000,7.9000000000,5.4000000000,6.2000000000
2016,GREENE,84.0000000000,47494.0000000000,0.0017686445,17.4000000000,19.7000000000,1.4000000000,15.0000000000,6.9000000000,0.8000000000,14.1000000000,8.2000000000,3.2000000000,14.1000000000,6.9000000000,26307.0000000000,13.0000000000,5.4000000000,7.8000000000,6.7000000000
2016,HAMILTON,8.0000000000,4556.0000000000,0.0017559263,15.8000000000,26.7000000000,1.8000000000,20.2000000000,2.5000000000,0.9000000000,4.6000000000,9.5000000000,0.3000000000,13.7000000000,4.9000000000,27371.0000000000,11.3000000000,3.9000000000,9.2000000000,9.6000000000
2016,HERKIMER,343.0000000000,62436.0000000000,0.0054936255,21.2000000000,18.8000000000,1.5000000000,14.5000000000,2.0000000000,0.6000000000,5.0000000000,9.7000000000,4.1000000000,9.8000000000,10.0000000000,24678.0000000000,14.0000000000,8.5000000000,8.8000000000,7.7000000000
2016,JEFFERSON,292.0000000000,112980.0000000000,0.0025845282,24.8000000000,12.2000000000,2.2000000000,13.5000000000,5.4000000000,0.6000000000,17.5000000000,12.8000000000,5.9000000000,9.8000000000,8.3000000000,24172.0000000000,14.6000000000,10.4000000000,9.4000000000,7.8000000000
2016,KINGS,4338.0000000000,2608423.0000000000,0.0016630738,23.3000000000,12.2000000000,10.7000000000,10.1000000000,1.5000000000,12.5000000000,64.2000000000,0.1000000000,40.0000000000,20.0000000000,55.9000000000,28134.0000000000,22.7000000000,10.6000000000,9.0000000000,10.7000000000
2016,LEWIS,121.0000000000,26647.0000000000,0.0045408489,23.4000000000,16.6000000000,1.4000000000,14.1000000000,1.3000000000,0.5000000000,4.1000000000,12.0000000000,2.0000000000,10.9000000000,6.0000000000,25230.0000000000,14.0000000000,7.8000000000,7.9000000000,9.0000000000
2016,LIVINGSTON,106.0000000000,64000.0000000000,0.0016562500,18.7000000000,15.8000000000,1.7000000000,12.7000000000,9.7000000000,0.5000000000,8.9000000000,10.4000000000,3.5000000000,11.0000000000,7.4000000000,24596.0000000000,14.9000000000,8.9000000000,5.1000000000,5.2000000000
2016,MADISON,198.0000000000,71387.0000000000,0.0027736142,20.3000000000,15.9000000000,1.3000000000,11.5000000000,7.2000000000,0.2000000000,6.5000000000,9.3000000000,3.5000000000,9.6000000000,6.4000000000,26824.0000000000,11.9000000000,7.3000000000,4.9000000000,5.3000000000
2016,MONROE,2643.0000000000,743770.0000000000,0.0035535179,21.5000000000,15.5000000000,1.0000000000,13.0000000000,3.5000000000,2.3000000000,28.7000000000,0.8000000000,9.9000000000,9.6000000000,11.7000000000,30194.0000000000,14.9000000000,10.2000000000,7.3000000000,5.2000000000
2016,MONTGOMERY,185.0000000000,49169.0000000000,0.0037625333,22.8000000000,17.7000000000,1.8000000000,15.2000000000,2.0000000000,1.8000000000,16.7000000000,7.4000000000,3.3000000000,15.5000000000,13.1000000000,23885.0000000000,20.6000000000,12.6000000000,8.4000000000,8.8000000000
2016,NASSAU,2888.0000000000,1355952.0000000000,0.0021298689,22.1000000000,16.4000000000,2.5000000000,8.4000000000,1.5000000000,5.6000000000,37.8000000000,0.2000000000,10.5000000000,9.1000000000,7.6000000000,44548.0000000000,6.0000000000,6.0000000000,5.8000000000,6.6000000000
2016,NEW YORK,2682.0000000000,1635443.0000000000,0.0016399226,14.6000000000,14.4000000000,5.5000000000,9.9000000000,3.7000000000,9.3000000000,52.9000000000,0.1000000000,89.6000000000,13.0000000000,77.3000000000,66522.0000000000,17.6000000000,5.9000000000,6.9000000000,7.6000000000
2016,NIAGARA,236.0000000000,211554.0000000000,0.0011155544,20.5000000000,17.3000000000,0.9000000000,13.2000000000,1.9000000000,0.5000000000,13.7000000000,3.7000000000,6.2000000000,9.1000000000,9.9000000000,27487.0000000000,13.6000000000,9.8000000000,7.1000000000,5.4000000000
